Figure,Panel,Repetition,Seed,Size,Method,Epsilon,Accuracy,Unfairness,ReferenceAccuracy,ReferenceUnfairness,RuntimeSeconds,ExcessRisk,UnfairnessDifference
10,TrainingSize,27,271777,800,Our Eps-Fair,0.0,0.69475,0.017497429496181244,0.742,0.02927773843673362,,0.047250000000000014,-0.011780308940552375
10,TrainingSize,27,271777,800,Our Eps-Fair,0.05,0.74925,0.07819832687206693,0.8225,0.0658879140311501,,0.07325000000000004,0.012310412840916829
10,TrainingSize,27,271777,800,Our Eps-Fair,0.1,0.78875,0.12679885257510473,0.8945,0.11417737876623818,,0.10575000000000001,0.012621473808866551
10,TrainingSize,27,271777,800,Our Eps-Fair,0.15,0.80925,0.1776828258338634,0.96825,0.1681179511184192,,0.15900000000000003,0.009564874715444205
10,TrainingSize,27,271777,900,Unfair,,0.82175,0.2112524054714724,0.9805,0.17917611851922977,,0.15875000000000006,0.03207628695224263
10,TrainingSize,27,271777,900,Our Eps-Fair,0.0,0.6945,0.009313825509799895,0.742,0.02927773843673362,,0.04749999999999999,-0.019963912926933725
10,TrainingSize,27,271777,900,Our Eps-Fair,0.05,0.7515,0.06846341883009069,0.8225,0.0658879140311501,,0.07100000000000006,0.0025755047989405866
10,TrainingSize,27,271777,900,Our Eps-Fair,0.1,0.79575,0.12554460674292162,0.8945,0.11417737876623818,,0.09875,0.011367227976683436
10,TrainingSize,27,271777,900,Our Eps-Fair,0.15,0.81975,0.16949722145540524,0.96825,0.1681179511184192,,0.14850000000000008,0.0013792703369860382
10,TrainingSize,27,271777,1000,Unfair,,0.83375,0.2174916283591584,0.9805,0.17917611851922977,,0.14675000000000005,0.038315509839928624
10,TrainingSize,27,271777,1000,Our Eps-Fair,0.0,0.7055,0.019441810594876596,0.742,0.02927773843673362,,0.03649999999999998,-0.009835927841857023
10,TrainingSize,27,271777,1000,Our Eps-Fair,0.05,0.76275,0.0691525539005645,0.8225,0.0658879140311501,,0.05974999999999997,0.0032646398694144013
10,TrainingSize,27,271777,1000,Our Eps-Fair,0.1,0.80375,0.12165584454553091,0.8945,0.11417737876623818,,0.09075,0.007478465779292731
10,TrainingSize,27,271777,1000,Our Eps-Fair,0.15,0.82975,0.1696512516453225,0.96825,0.1681179511184192,,0.13850000000000007,0.0015333005269032862
10,TrainingSize,27,271777,1100,Unfair,,0.832,0.21549123628231134,0.9805,0.17917611851922977,,0.14850000000000008,0.03631511776308158
10,TrainingSize,27,271777,1100,Our Eps-Fair,0.0,0.712,0.027102312053162436,0.742,0.02927773843673362,,0.030000000000000027,-0.002175426383571183
10,TrainingSize,27,271777,1100,Our Eps-Fair,0.05,0.763,0.07213913927129718,0.8225,0.0658879140311501,,0.0595,0.006251225240147082
10,TrainingSize,27,271777,1100,Our Eps-Fair,0.1,0.808,0.12371224760052969,0.8945,0.11417737876623818,,0.08649999999999991,0.009534868834291513
10,TrainingSize,27,271777,1100,Our Eps-Fair,0.15,0.82825,0.16810194798180444,0.96825,0.1681179511184192,,0.14,-1.6003136614761715e-05
10,TrainingSize,27,271777,1200,Unfair,,0.833,0.2108993362699089,0.9805,0.17917611851922977,,0.14750000000000008,0.03172321775067913
10,TrainingSize,27,271777,1200,Our Eps-Fair,0.0,0.70475,0.008240615160571452,0.742,0.02927773843673362,,0.037250000000000005,-0.021037123276162167
10,TrainingSize,27,271777,1200,Our Eps-Fair,0.05,0.76425,0.06435061272009315,0.8225,0.0658879140311501,,0.058250000000000024,-0.001537301311056949
10,TrainingSize,27,271777,1200,Our Eps-Fair,0.1,0.81,0.1359696500514101,0.8945,0.11417737876623818,,0.08449999999999991,0.021792271285171916
10,TrainingSize,27,271777,1200,Our Eps-Fair,0.15,0.83375,0.1724838068261379,0.96825,0.1681179511184192,,0.13450000000000006,0.004365855707718691
10,TrainingSize,27,271777,1300,Unfair,,0.84025,0.21443502926573604,0.9805,0.17917611851922977,,0.14024999999999999,0.03525891074650628
10,TrainingSize,27,271777,1300,Our Eps-Fair,0.0,0.71475,0.015988133674200156,0.742,0.02927773843673362,,0.027249999999999996,-0.013289604762533463
10,TrainingSize,27,271777,1300,Our Eps-Fair,0.05,0.777,0.07950758348636332,0.8225,0.0658879140311501,,0.045499999999999985,0.013619669455213215
10,TrainingSize,27,271777,1300,Our Eps-Fair,0.1,0.81875,0.13098267260383034,0.8945,0.11417737876623818,,0.07574999999999998,0.01680529383759216
10,TrainingSize,27,271777,1300,Our Eps-Fair,0.15,0.838,0.172920892494929,0.96825,0.1681179511184192,,0.1302500000000001,0.004802941376509801
10,TrainingSize,27,271777,1400,Unfair,,0.8385,0.2174916283591584,0.9805,0.17917611851922977,,0.14200000000000002,0.038315509839928624
10,TrainingSize,27,271777,1400,Our Eps-Fair,0.0,0.71,0.02567903309048572,0.742,0.02927773843673362,,0.03200000000000003,-0.003598705346247899
10,TrainingSize,27,271777,1400,Our Eps-Fair,0.05,0.767,0.07815431824637628,0.8225,0.0658879140311501,,0.055499999999999994,0.012266404215226179
10,TrainingSize,27,271777,1400,Our Eps-Fair,0.1,0.8125,0.1377149921384591,0.8945,0.11417737876623818,,0.08199999999999996,0.023537613372220934
10,TrainingSize,27,271777,1400,Our Eps-Fair,0.15,0.8405,0.17363803305447867,0.96825,0.1681179511184192,,0.12775000000000003,0.005520081936059462
10,TrainingSize,27,271777,1500,Unfair,,0.842,0.2143370100539706,0.9805,0.17917611851922977,,0.13850000000000007,0.035160891534740835
10,TrainingSize,27,271777,1500,Our Eps-Fair,0.0,0.718,0.026350164632267914,0.742,0.02927773843673362,,0.02400000000000002,-0.002927573804465705
10,TrainingSize,27,271777,1500,Our Eps-Fair,0.05,0.7695,0.07526575208740913,0.8225,0.0658879140311501,,0.05300000000000005,0.009377838056259025
10,TrainingSize,27,271777,1500,Our Eps-Fair,0.1,0.81325,0.1199375077515193,0.8945,0.11417737876623818,,0.08124999999999993,0.005760128985281124
10,TrainingSize,27,271777,1500,Our Eps-Fair,0.15,0.83825,0.17156762725494196,0.96825,0.1681179511184192,,0.13,0.00344967613652275
10,TrainingSize,27,271777,1600,Unfair,,0.84825,0.21033622590027645,0.9805,0.17917611851922977,,0.1322500000000001,0.031160107381046687
10,TrainingSize,27,271777,1600,Our Eps-Fair,0.0,0.715,0.013286604174418182,0.742,0.02927773843673362,,0.027000000000000024,-0.015991134262315437
10,TrainingSize,27,271777,1600,Our Eps-Fair,0.05,0.77875,0.08270421002516493,0.8225,0.0658879140311501,,0.043749999999999956,0.016816295994014824
10,TrainingSize,27,271777,1600,Our Eps-Fair,0.1,0.81975,0.12569863693283884,0.8945,0.11417737876623818,,0.07474999999999998,0.011521258166600656
10,TrainingSize,27,271777,1600,Our Eps-Fair,0.15,0.84325,0.17065144768374602,0.96825,0.1681179511184192,,0.125,0.0025334965653268093
10,TrainingSize,27,271777,1700,Unfair,,0.85225,0.2103502286448144,0.9805,0.17917611851922977,,0.1282500000000001,0.03117411012558463
10,TrainingSize,27,271777,1700,Our Eps-Fair,0.0,0.7185,0.023860676692631755,0.742,0.02927773843673362,,0.023499999999999965,-0.005417061744101864
10,TrainingSize,27,271777,1700,Our Eps-Fair,0.05,0.7845,0.0778992682565783,0.8225,0.0658879140311501,,0.038000000000000034,0.012011354225428192
10,TrainingSize,27,271777,1700,Our Eps-Fair,0.1,0.82425,0.12279606802933375,0.8945,0.11417737876623818,,0.07024999999999992,0.008618689263095572
10,TrainingSize,27,271777,1700,Our Eps-Fair,0.15,0.8505,0.16673467999727948,0.96825,0.1681179511184192,,0.11775000000000002,-0.0013832711211397286
10,TrainingSize,27,271777,1800,Unfair,,0.85925,0.2128297146240663,0.9805,0.17917611851922977,,0.12125000000000008,0.033653596104836536
10,TrainingSize,27,271777,1800,Our Eps-Fair,0.0,0.72,0.013620669651251638,0.742,0.02927773843673362,,0.02200000000000002,-0.01565706878548198
10,TrainingSize,27,271777,1800,Our Eps-Fair,0.05,0.77825,0.06419358194206065,0.8225,0.0658879140311501,,0.04425000000000001,-0.0016943320890894509
10,TrainingSize,27,271777,1800,Our Eps-Fair,0.1,0.82925,0.11649983396745761,0.8945,0.11417737876623818,,0.06524999999999992,0.002322455201219431
10,TrainingSize,27,271777,1800,Our Eps-Fair,0.15,0.8565,0.1671997711551464,0.96825,0.1681179511184192,,0.11175000000000002,-0.0009181799632728138
10,TrainingSize,27,271777,1900,Unfair,,0.86075,0.22036619177358763,0.9805,0.17917611851922977,,0.11975000000000002,0.04119007325435786
10,TrainingSize,27,271777,1900,Our Eps-Fair,0.0,0.72425,0.015920120343587363,0.742,0.02927773843673362,,0.017750000000000044,-0.013357618093146256
10,TrainingSize,27,271777,1900,Our Eps-Fair,0.05,0.78925,0.06712415633464158,0.8225,0.0658879140311501,,0.03325,0.0012362423034914805
10,TrainingSize,27,271777,1900,Our Eps-Fair,0.1,0.832,0.11966945521322181,0.8945,0.11417737876623818,,0.0625,0.005492076446983629
10,TrainingSize,27,271777,1900,Our Eps-Fair,0.15,0.8565,0.1648903185024265,0.96825,0.1681179511184192,,0.11175000000000002,-0.0032276326159927093
10,TrainingSize,27,271777,2000,Unfair,,0.86225,0.21743561738100664,0.9805,0.17917611851922977,,0.11825000000000008,0.038259498861776875
10,TrainingSize,27,271777,2000,Our Eps-Fair,0.0,0.728,0.021213157778924685,0.742,0.02927773843673362,,0.014000000000000012,-0.008064580657808934
10,TrainingSize,27,271777,2000,Our Eps-Fair,0.05,0.7925,0.07822433196906595,0.8225,0.0658879140311501,,0.030000000000000027,0.012336417937915845
10,TrainingSize,27,271777,2000,Our Eps-Fair,0.1,0.829,0.11614776496193255,0.8945,0.11417737876623818,,0.0655,0.001970386195694368
10,TrainingSize,27,271777,2000,Our Eps-Fair,0.15,0.8575,0.17413112970142147,0.96825,0.1681179511184192,,0.11075000000000002,0.0060131785830022655
10,PoolSize,27,271777,20,Our Eps-Fair,0.0,0.708,0.3162239799000604,0.742,0.02927773843673362,,0.03400000000000003,0.2869462414633268
10,PoolSize,27,271777,20,Our Eps-Fair,0.05,0.72075,0.31373049117627055,0.8225,0.0658879140311501,,0.10175000000000001,0.24784257714512045
10,PoolSize,27,271777,20,Our Eps-Fair,0.1,0.75425,0.189218086745002,0.8945,0.11417737876623818,,0.14024999999999999,0.07504070797876383
10,PoolSize,27,271777,20,Our Eps-Fair,0.15,0.7625,0.189218086745002,0.96825,0.1681179511184192,,0.2057500000000001,0.021100135626582806
10,PoolSize,27,271777,40,Our Eps-Fair,0.0,0.7035,0.23087225096118838,0.742,0.02927773843673362,,0.03849999999999998,0.20159451252445476
10,PoolSize,27,271777,40,Our Eps-Fair,0.05,0.75175,0.18609347432096693,0.8225,0.0658879140311501,,0.07074999999999998,0.12020556028981683
10,PoolSize,27,271777,40,Our Eps-Fair,0.1,0.77025,0.18359998559717705,0.8945,0.11417737876623818,,0.12424999999999997,0.06942260683093887
10,PoolSize,27,271777,40,Our Eps-Fair,0.15,0.81875,0.22479005885153489,0.96825,0.1681179511184192,,0.14950000000000008,0.05667210773311568
10,PoolSize,27,271777,60,Our Eps-Fair,0.0,0.68525,0.14183479962072565,0.742,0.02927773843673362,,0.05674999999999997,0.11255706118399203
10,PoolSize,27,271777,60,Our Eps-Fair,0.05,0.74725,0.18031434161095575,0.8225,0.0658879140311501,,0.07525000000000004,0.11442642757980565
10,PoolSize,27,271777,60,Our Eps-Fair,0.1,0.77825,0.21952102612111973,0.8945,0.11417737876623818,,0.11624999999999996,0.10534364735488155
10,PoolSize,27,271777,60,Our Eps-Fair,0.15,0.8305,0.20858888342115056,0.96825,0.1681179511184192,,0.13775000000000004,0.040470932302731355
10,PoolSize,27,271777,80,Our Eps-Fair,0.0,0.72675,0.12569563634472355,0.742,0.02927773843673362,,0.015249999999999986,0.09641789790798994
10,PoolSize,27,271777,80,Our Eps-Fair,0.05,0.771,0.18425911478649815,0.8225,0.0658879140311501,,0.05149999999999999,0.11837120075534804
10,PoolSize,27,271777,80,Our Eps-Fair,0.1,0.81725,0.2174926285551968,0.8945,0.11417737876623818,,0.07724999999999993,0.10331524978895862
10,PoolSize,27,271777,80,Our Eps-Fair,0.15,0.85225,0.20544726766446225,0.96825,0.1681179511184192,,0.1160000000000001,0.037329316546043045
10,PoolSize,27,271777,100,Our Eps-Fair,0.0,0.68975,0.09702801749142831,0.742,0.02927773843673362,,0.05225000000000002,0.06775027905469469
10,PoolSize,27,271777,100,Our Eps-Fair,0.05,0.76025,0.15091557945357287,0.8225,0.0658879140311501,,0.06225000000000003,0.08502766542242277
10,PoolSize,27,271777,100,Our Eps-Fair,0.1,0.82725,0.17787886425739446,0.8945,0.11417737876623818,,0.06724999999999992,0.06370148549115628
10,PoolSize,27,271777,100,Our Eps-Fair,0.15,0.8575,0.2089549551712136,0.96825,0.1681179511184192,,0.11075000000000002,0.04083700405279439
10,PoolSize,27,271777,120,Our Eps-Fair,0.0,0.67125,0.07414753291645163,0.742,0.02927773843673362,,0.07074999999999998,0.044869794479718006
10,PoolSize,27,271777,120,Our Eps-Fair,0.05,0.7545,0.11624278358558278,0.8225,0.0658879140311501,,0.06800000000000006,0.05035486955443268
10,PoolSize,27,271777,120,Our Eps-Fair,0.1,0.8135,0.1384791419118147,0.8945,0.11417737876623818,,0.08099999999999996,0.024301763145576527
10,PoolSize,27,271777,120,Our Eps-Fair,0.15,0.84675,0.16606254825945885,0.96825,0.1681179511184192,,0.12150000000000005,-0.002055402858960359
10,PoolSize,27,271777,140,Our Eps-Fair,0.0,0.7135,0.08253017591447925,0.742,0.02927773843673362,,0.02849999999999997,0.053252437477745634
10,PoolSize,27,271777,140,Our Eps-Fair,0.05,0.75725,0.116651863765298,0.8225,0.0658879140311501,,0.06525000000000003,0.0507639497341479
10,PoolSize,27,271777,140,Our Eps-Fair,0.1,0.8245,0.14233389744389902,0.8945,0.11417737876623818,,0.06999999999999995,0.028156518677660836
10,PoolSize,27,271777,140,Our Eps-Fair,0.15,0.85275,0.1781879248332673,0.96825,0.1681179511184192,,0.11550000000000005,0.010069973714848107
10,PoolSize,27,271777,160,Our Eps-Fair,0.0,0.70425,0.08303727530595997,0.742,0.02927773843673362,,0.03774999999999995,0.053759536869226354
10,PoolSize,27,271777,160,Our Eps-Fair,0.05,0.75825,0.1281331140903617,0.8225,0.0658879140311501,,0.06425000000000003,0.06224520005921161
10,PoolSize,27,271777,160,Our Eps-Fair,0.1,0.82375,0.16139463334813622,0.8945,0.11417737876623818,,0.07074999999999998,0.047217254581898044
10,PoolSize,27,271777,160,Our Eps-Fair,0.15,0.8505,0.21739360914739286,0.96825,0.1681179511184192,,0.11775000000000002,0.04927565802897366
10,PoolSize,27,271777,180,Our Eps-Fair,0.0,0.69775,0.09040571952102612,0.742,0.02927773843673362,,0.04425000000000001,0.0611279810842925
10,PoolSize,27,271777,180,Our Eps-Fair,0.05,0.754,0.12110373633232113,0.8225,0.0658879140311501,,0.0685,0.05521582230117103
10,PoolSize,27,271777,180,Our Eps-Fair,0.1,0.815,0.16277790446927598,0.8945,0.11417737876623818,,0.07950000000000002,0.0486005257030378
10,PoolSize,27,271777,180,Our Eps-Fair,0.15,0.847,0.21388592164064157,0.96825,0.1681179511184192,,0.12125000000000008,0.04576797052222237
10,PoolSize,27,271777,200,Our Eps-Fair,0.0,0.68725,0.11670087337118076,0.742,0.02927773843673362,,0.054749999999999965,0.08742313493444714
10,PoolSize,27,271777,200,Our Eps-Fair,0.05,0.7415,0.1456625498597725,0.8225,0.0658879140311501,,0.08099999999999996,0.0797746358286224
10,PoolSize,27,271777,200,Our Eps-Fair,0.1,0.81625,0.18926009497861582,0.8945,0.11417737876623818,,0.07824999999999993,0.07508271621237764
10,PoolSize,27,271777,200,Our Eps-Fair,0.15,0.83125,0.2173095926801653,0.96825,0.1681179511184192,,0.137,0.0491916415617461
10,PoolSize,27,271777,220,Our Eps-Fair,0.0,0.69575,0.10123984300922981,0.742,0.02927773843673362,,0.04625000000000001,0.07196210457249619
10,PoolSize,27,271777,220,Our Eps-Fair,0.05,0.74025,0.1400514500842165,0.8225,0.0658879140311501,,0.08225000000000005,0.07416353605306639
10,PoolSize,27,271777,220,Our Eps-Fair,0.1,0.81275,0.18926009497861582,0.8945,0.11417737876623818,,0.08174999999999999,0.07508271621237764
10,PoolSize,27,271777,220,Our Eps-Fair,0.15,0.83425,0.21680249328868462,0.96825,0.1681179511184192,,0.134,0.04868454217026541
10,PoolSize,27,271777,240,Our Eps-Fair,0.0,0.694,0.08144996419298184,0.742,0.02927773843673362,,0.04800000000000004,0.05217222575624822
10,PoolSize,27,271777,240,Our Eps-Fair,0.05,0.77425,0.11128881260727103,0.8225,0.0658879140311501,,0.048250000000000015,0.045400898576120924
10,PoolSize,27,271777,240,Our Eps-Fair,0.1,0.8255,0.15772091329900662,0.8945,0.11417737876623818,,0.06899999999999995,0.043543534532768435
10,PoolSize,27,271777,240,Our Eps-Fair,0.15,0.85225,0.22039419726266346,0.96825,0.1681179511184192,,0.1160000000000001,0.052276246144244254
10,PoolSize,27,271777,260,Our Eps-Fair,0.0,0.684,0.10540866009737908,0.742,0.02927773843673362,,0.05799999999999994,0.07613092166064546
10,PoolSize,27,271777,260,Our Eps-Fair,0.05,0.78025,0.11056667106752924,0.8225,0.0658879140311501,,0.04225000000000001,0.044678757036379135
10,PoolSize,27,271777,260,Our Eps-Fair,0.1,0.81875,0.14662073766458225,0.8945,0.11417737876623818,,0.07574999999999998,0.03244335889834407
10,PoolSize,27,271777,260,Our Eps-Fair,0.15,0.852,0.21388592164064157,0.96825,0.1681179511184192,,0.11625000000000008,0.04576797052222237
10,PoolSize,27,271777,280,Our Eps-Fair,0.0,0.6775,0.10794415705478273,0.742,0.02927773843673362,,0.0645,0.07866641861804911
10,PoolSize,27,271777,280,Our Eps-Fair,0.05,0.7785,0.11007357442058643,0.8225,0.0658879140311501,,0.04400000000000004,0.04418566038943633
10,PoolSize,27,271777,280,Our Eps-Fair,0.1,0.8185,0.1478989882016875,0.8945,0.11417737876623818,,0.07599999999999996,0.03372160943544933
10,PoolSize,27,271777,280,Our Eps-Fair,0.15,0.85275,0.21189953230833242,0.96825,0.1681179511184192,,0.11550000000000005,0.04378158118991321
10,PoolSize,27,271777,300,Our Eps-Fair,0.0,0.67925,0.11448043816588051,0.742,0.02927773843673362,,0.06274999999999997,0.08520269972914689
10,PoolSize,27,271777,300,Our Eps-Fair,0.05,0.773,0.11007357442058643,0.8225,0.0658879140311501,,0.04949999999999999,0.04418566038943633
10,PoolSize,27,271777,300,Our Eps-Fair,0.1,0.8135,0.15155170413401026,0.8945,0.11417737876623818,,0.08099999999999996,0.03737432536777208
10,PoolSize,27,271777,300,Our Eps-Fair,0.15,0.85125,0.2144070237766602,0.96825,0.1681179511184192,,0.1170000000000001,0.046289072658241004
10,TrainingSize,28,281777,100,Unfair,,0.59475,0.16520793627339575,0.98125,0.18181813636035205,,0.38649999999999995,-0.016610200086956295
10,TrainingSize,28,281777,100,Our Eps-Fair,0.0,0.5335,0.024801291893339295,0.748,0.01121831052293526,,0.21450000000000002,0.013582981370404035
10,TrainingSize,28,281777,100,Our Eps-Fair,0.05,0.565,0.0646871736482961,0.81725,0.05535574945289798,,0.2522500000000001,0.00933142419539812
10,TrainingSize,28,281777,100,Our Eps-Fair,0.1,0.586,0.11465653393457677,0.887,0.10221463500737929,,0.30100000000000005,0.012441898927197478
10,TrainingSize,28,281777,100,Our Eps-Fair,0.15,0.5945,0.16370357758348036,0.9585,0.15827818559890955,,0.364,0.005425391984570815
10,TrainingSize,28,281777,200,Unfair,,0.7105,0.1699947821230084,0.98125,0.18181813636035205,,0.27074999999999994,-0.011823354237343653
10,TrainingSize,28,281777,200,Our Eps-Fair,0.0,0.622,0.017893292790404094,0.748,0.01121831052293526,,0.126,0.006674982267468835
10,TrainingSize,28,281777,200,Our Eps-Fair,0.05,0.66,0.07692955816057712,0.81725,0.05535574945289798,,0.15725,0.021573808707679137
10,TrainingSize,28,281777,200,Our Eps-Fair,0.1,0.69125,0.12003367243283329,0.887,0.10221463500737929,,0.19574999999999998,0.017819037425454
10,TrainingSize,28,281777,200,Our Eps-Fair,0.15,0.71075,0.16898620925361857,0.9585,0.15827818559890955,,0.24775000000000003,0.01070802365470902
10,TrainingSize,28,281777,300,Unfair,,0.73825,0.19126256872059005,0.98125,0.18181813636035205,,0.243,0.009444432360238009
10,TrainingSize,28,281777,300,Our Eps-Fair,0.0,0.6475,0.02287090242270004,0.748,0.01121831052293526,,0.10050000000000003,0.01165259189976478
10,TrainingSize,28,281777,300,Our Eps-Fair,0.05,0.6865,0.0683869409564841,0.81725,0.05535574945289798,,0.13075000000000003,0.013031191503586115
10,TrainingSize,28,281777,300,Our Eps-Fair,0.1,0.721,0.12437773629144706,0.887,0.10221463500737929,,0.16600000000000004,0.022163101284067774
10,TrainingSize,28,281777,300,Our Eps-Fair,0.15,0.73625,0.15479068362689205,0.9585,0.15827818559890955,,0.22225000000000006,-0.0034875019720174982
10,TrainingSize,28,281777,400,Unfair,,0.7665,0.18492886111021517,0.98125,0.18181813636035205,,0.21475,0.003110724749863125
10,TrainingSize,28,281777,400,Our Eps-Fair,0.0,0.653,0.020217210693472598,0.748,0.01121831052293526,,0.09499999999999997,0.008998900170537338
10,TrainingSize,28,281777,400,Our Eps-Fair,0.05,0.703,0.06548598136215342,0.81725,0.05535574945289798,,0.11425000000000007,0.010130231909255438
10,TrainingSize,28,281777,400,Our Eps-Fair,0.1,0.74475,0.12285837651770339,0.887,0.10221463500737929,,0.14225,0.020643741510324096
10,TrainingSize,28,281777,400,Our Eps-Fair,0.15,0.76375,0.167910631543129,0.9585,0.15827818559890955,,0.19474999999999998,0.009632445944219442
10,TrainingSize,28,281777,500,Unfair,,0.78575,0.16931298286301186,0.98125,0.18181813636035205,,0.1955,-0.012505153497340188
10,TrainingSize,28,281777,500,Our Eps-Fair,0.0,0.68225,0.023505448268637402,0.748,0.01121831052293526,,0.06574999999999998,0.012287137745702142
10,TrainingSize,28,281777,500,Our Eps-Fair,0.05,0.728,0.07858967810424304,0.81725,0.05535574945289798,,0.08925000000000005,0.023233928651345062
10,TrainingSize,28,281777,500,Our Eps-Fair,0.1,0.7655,0.12824201548561887,0.887,0.10221463500737929,,0.12150000000000005,0.026027380478239576
10,TrainingSize,28,281777,500,Our Eps-Fair,0.15,0.78525,0.16883419827082508,0.9585,0.15827818559890955,,0.17325000000000002,0.010556012671915527
10,TrainingSize,28,281777,600,Unfair,,0.797,0.1757156954589969,0.98125,0.18181813636035205,,0.1842499999999999,-0.006102440901355144
10,TrainingSize,28,281777,600,Our Eps-Fair,0.0,0.6915,0.03287737539037194,0.748,0.01121831052293526,,0.056499999999999995,0.021659064867436684
10,TrainingSize,28,281777,600,Our Eps-Fair,0.05,0.73575,0.07685505277756319,0.81725,0.05535574945289798,,0.08150000000000002,0.02149930332466521
10,TrainingSize,28,281777,600,Our Eps-Fair,0.1,0.77675,0.12516529319243316,0.887,0.10221463500737929,,0.11024999999999996,0.022950658185053874
10,TrainingSize,28,281777,600,Our Eps-Fair,0.15,0.79425,0.16821090323775892,0.9585,0.15827818559890955,,0.16425,0.00993271763884937
10,TrainingSize,28,281777,700,Unfair,,0.81625,0.17267297562248873,0.98125,0.18181813636035205,,0.16499999999999992,-0.009145160737863312
10,TrainingSize,28,281777,700,Our Eps-Fair,0.0,0.7,0.0229964114907302,0.748,0.01121831052293526,,0.04800000000000004,0.011778100967794941
10,TrainingSize,28,281777,700,Our Eps-Fair,0.05,0.7515,0.07815539672741356,0.81725,0.05535574945289798,,0.06575000000000009,0.022799647274515583
10,TrainingSize,28,281777,700,Our Eps-Fair,0.1,0.793,0.12049645586893654,0.887,0.10221463500737929,,0.09399999999999997,0.018281820861557246
10,TrainingSize,28,281777,700,Our Eps-Fair,0.15,0.81325,0.15918475109826685,0.9585,0.15827818559890955,,0.14525,0.0009065654993573036
10,TrainingSize,28,281777,800,Unfair,,0.82425,0.170652079612752,0.98125,0.18181813636035205,,0.15699999999999992,-0.011166056747600045
10,TrainingSize,28,281777,800,Our Eps-Fair,0.0,0.70625,0.02042397563223941,0.748,0.01121831052293526,,0.041749999999999954,0.00920566510930415
10,TrainingSize,28,281777,800,Our Eps-Fair,0.05,0.754,0.06348858705041441,0.81725,0.05535574945289798,,0.06325000000000003,0.008132837597516429
10,TrainingSize,28,281777,800,Our Eps-Fair,0.1,0.80025,0.11891184138053974,0.887,0.10221463500737929,,0.08675,0.016697206373160453
10,TrainingSize,28,281777,800,Our Eps-Fair,0.15,0.82325,0.17163890091059078,0.9585,0.15827818559890955,,0.13524999999999998,0.013360715311681232
10,TrainingSize,28,281777,900,Unfair,,0.8305,0.17669026587170922,0.98125,0.18181813636035205,,0.15074999999999994,-0.005127870488642827
10,TrainingSize,28,281777,900,Our Eps-Fair,0.0,0.702,0.01600640646286694,0.748,0.01121831052293526,,0.04600000000000004,0.00478809593993168
10,TrainingSize,28,281777,900,Our Eps-Fair,0.05,0.76125,0.07093387497246677,0.81725,0.05535574945289798,,0.05600000000000005,0.015578125519568789
10,TrainingSize,28,281777,900,Our Eps-Fair,0.1,0.80375,0.11934812290187966,0.887,0.10221463500737929,,0.08325000000000005,0.017133487894500365
10,TrainingSize,28,281777,900,Our Eps-Fair,0.15,0.829,0.16967275885682742,0.9585,0.15827818559890955,,0.12950000000000006,0.011394573257917873
10,TrainingSize,28,281777,1000,Unfair,,0.83375,0.16610025074311618,0.98125,0.18181813636035205,,0.14749999999999996,-0.01571788561723586
10,TrainingSize,28,281777,1000,Our Eps-Fair,0.0,0.70075,0.025545345651223295,0.748,0.01121831052293526,,0.047250000000000014,0.014327035128288035
10,TrainingSize,28,281777,1000,Our Eps-Fair,0.05,0.76525,0.0714636632496698,0.81725,0.05535574945289798,,0.052000000000000046,0.016107913796771817
10,TrainingSize,28,281777,1000,Our Eps-Fair,0.1,0.80975,0.11490305174548861,0.887,0.10221463500737929,,0.07725000000000004,0.012688416738109318
10,TrainingSize,28,281777,1000,Our Eps-Fair,0.15,0.83375,0.16310003397745487,0.9585,0.15827818559890955,,0.12475000000000003,0.004821848378545324
10,TrainingSize,28,281777,1100,Unfair,,0.8495,0.17469862197543773,0.98125,0.18181813636035205,,0.13174999999999992,-0.007119514384914316
10,TrainingSize,28,281777,1100,Our Eps-Fair,0.0,0.71525,0.02452627202315366,0.748,0.01121831052293526,,0.032749999999999946,0.013307961500218402
10,TrainingSize,28,281777,1100,Our Eps-Fair,0.05,0.76525,0.07205095568154798,0.81725,0.05535574945289798,,0.052000000000000046,0.016695206228650006
10,TrainingSize,28,281777,1100,Our Eps-Fair,0.1,0.81375,0.11386897703359068,0.887,0.10221463500737929,,0.07325000000000004,0.011654342026211392
10,TrainingSize,28,281777,1100,Our Eps-Fair,0.15,0.8475,0.16570647229262314,0.9585,0.15827818559890955,,0.11099999999999999,0.007428286693713593
10,TrainingSize,28,281777,1200,Unfair,,0.85675,0.17770733935526845,0.98125,0.18181813636035205,,0.12449999999999994,-0.0041107970050836
10,TrainingSize,28,281777,1200,Our Eps-Fair,0.0,0.7115,0.01801305144296675,0.748,0.01121831052293526,,0.03649999999999998,0.006794740920031489
10,TrainingSize,28,281777,1200,Our Eps-Fair,0.05,0.77175,0.06944651751089016,0.81725,0.05535574945289798,,0.045499999999999985,0.014090768057992184
10,TrainingSize,28,281777,1200,Our Eps-Fair,0.1,0.82625,0.12462700430106076,0.887,0.10221463500737929,,0.06074999999999997,0.02241236929368147
10,TrainingSize,28,281777,1200,Our Eps-Fair,0.15,0.85575,0.17671576771421738,0.9585,0.15827818559890955,,0.10275000000000001,0.018437582115307827
10,TrainingSize,28,281777,1300,Unfair,,0.86125,0.17978398939323365,0.98125,0.18181813636035205,,0.12,-0.0020341469671184
